round_epochs,loss,metric,val_loss,val_metric,activation,batch_size,hidden_activations,loss,optimizer,units
200,2.2694826126098633,0.4175,3.6714508533477783,0.22750000000000004,softmax,2000,relu,categorical_crossentropy,adam,120
200,0.7092214226722717,0.776,8.673984146118164,0.2061,softmax,2000,relu,categorical_crossentropy,adam,240
200,3.6949050426483154,0.1335,3.738046741485596,0.1323,softmax,2000,relu,categorical_crossentropy,adagrad,120
200,3.4761571884155273,0.1705,3.5620805740356447,0.16590000000000002,softmax,2000,relu,categorical_crossentropy,adagrad,240
200,0.009747357107698917,0.046,0.009769679978489876,0.0482,softmax,2000,sigmoid,mse,adam,120
200,0.00990003626793623,0.0065,0.009899996221065521,0.01,softmax,2000,sigmoid,mse,adam,240
200,0.009817587211728096,0.036,0.009816038608551025,0.034,softmax,2000,sigmoid,mse,adagrad,120
200,0.00975353829562664,0.054,0.009773789532482624,0.04560000000000001,softmax,2000,sigmoid,mse,adagrad,240
200,3.3555655479431152,0.1645,4.071654319763184,0.0851,softmax,2000,sigmoid,categorical_crossentropy,adam,120
200,3.129591941833496,0.217,4.094439697265625,0.11299999999999999,softmax,2000,sigmoid,categorical_crossentropy,adam,240
200,4.257172584533691,0.027,4.286229801177979,0.032600000000000004,softmax,2000,sigmoid,categorical_crossentropy,adagrad,120
200,4.201630115509033,0.0335,4.225380229949951,0.038400000000000004,softmax,2000,sigmoid,categorical_crossentropy,adagrad,240
200,0.009999999776482582,0.011,0.009999999776482582,0.009999999999999998,sigmoid,1000,relu,mse,adam,120
200,0.009999999776482582,0.007,0.009999999776482582,0.010299999999999998,sigmoid,1000,relu,mse,adam,240
200,0.009992611594498158,0.012,0.009997847303748131,0.01,sigmoid,1000,relu,mse,adagrad,120
200,0.010001580230891705,0.01,0.009997745789587498,0.01,sigmoid,1000,relu,mse,adagrad,240
200,1.5819909572601318,0.545,4.725604772567749,0.2048,sigmoid,1000,relu,categorical_crossentropy,adam,120
200,0.5732479691505432,0.656,13.339655017852783,0.14820000000000003,sigmoid,1000,relu,categorical_crossentropy,adam,240
200,3.691042423248291,0.139,3.7249433040618896,0.13430000000000003,sigmoid,1000,relu,categorical_crossentropy,adagrad,120
200,3.3706092834472656,0.191,3.5112195730209352,0.1733,sigmoid,1000,relu,categorical_crossentropy,adagrad,240
200,0.009900907054543495,0.011,0.009900891222059727,0.01,sigmoid,1000,sigmoid,mse,adam,120
200,0.00990099087357521,0.013,0.009901497606188059,0.010000000000000002,sigmoid,1000,sigmoid,mse,adam,240
200,0.009961612522602081,0.017,0.009962788503617048,0.01,sigmoid,1000,sigmoid,mse,adagrad,120
200,0.00990385003387928,0.01,0.009904730878770352,0.009999999999999998,sigmoid,1000,sigmoid,mse,adagrad,240
200,3.53507137298584,0.123,4.1015400886535645,0.09209999999999999,sigmoid,1000,sigmoid,categorical_crossentropy,adam,120
200,2.757566213607788,0.292,4.140433120727539,0.14020000000000002,sigmoid,1000,sigmoid,categorical_crossentropy,adam,240
200,4.258000373840332,0.04,4.274950408935547,0.034600000000000006,sigmoid,1000,sigmoid,categorical_crossentropy,adagrad,120
200,4.182122707366943,0.038,4.215496683120728,0.037,sigmoid,1000,sigmoid,categorical_crossentropy,adagrad,240
200,0.009996977634727955,0.0175,0.009996935352683067,0.0103,sigmoid,2000,relu,mse,adam,120
200,0.009999999776482582,0.009,0.009999999776482582,0.0104,sigmoid,2000,relu,mse,adam,240
200,0.010000509209930897,0.0095,0.009997654147446156,0.01,sigmoid,2000,relu,mse,adagrad,120
200,0.009998736903071404,0.01,0.009997891820967197,0.01,sigmoid,2000,relu,mse,adagrad,240
200,2.1684398651123047,0.4235,3.6669368743896484,0.2331,sigmoid,2000,relu,categorical_crossentropy,adam,120
200,0.8289029598236084,0.6455,7.871617698669434,0.1686,sigmoid,2000,relu,categorical_crossentropy,adam,240
200,3.7748138904571533,0.1165,3.778168249130249,0.12029999999999999,sigmoid,2000,relu,categorical_crossentropy,adagrad,120
200,3.55245041847229,0.166,3.5874431133270264,0.1574,sigmoid,2000,relu,categorical_crossentropy,adagrad,240
200,0.009900112636387348,0.0065,0.009900002740323544,0.01,sigmoid,2000,sigmoid,mse,adam,120
200,0.009900304488837719,0.0055,0.009900015033781528,0.01,sigmoid,2000,sigmoid,mse,adam,240
200,0.010071945376694202,0.01,0.010073070041835308,0.01,sigmoid,2000,sigmoid,mse,adagrad,120
200,0.00992303155362606,0.008,0.009922762028872966,0.01,sigmoid,2000,sigmoid,mse,adagrad,240
200,3.735409736633301,0.09,4.314492130279541,0.0491,sigmoid,2000,sigmoid,categorical_crossentropy,adam,120
200,3.125852584838867,0.212,4.183497619628906,0.1076,sigmoid,2000,sigmoid,categorical_crossentropy,adam,240
200,4.289680004119873,0.0295,4.294931507110595,0.032600000000000004,sigmoid,2000,sigmoid,categorical_crossentropy,adagrad,120
200,4.213421821594238,0.0425,4.21873893737793,0.038900000000000004,sigmoid,2000,sigmoid,categorical_crossentropy,adagrad,240
